pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
4fqr	e	f	0	E	protein	NA	broadly neutralizing antibody c05, heavy chain	VIRAL PROTEIN/IMMUNE SYSTEM	06/25/12	Crystal structure of broadly neutralizing antibody C05 bound to H3 influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Ekiert, D.C., Wilson, I.A.	4.1	X-RAY DIFFRACTION	0.334	0.309	False	False	IGHV3	IGKV1	Kappa	1.0000000000000001e-07	-9.54970862587178	SPR	NA	TBD
4fqr	s	t	0	S	protein	NA	broadly neutralizing antibody c05, heavy chain	VIRAL PROTEIN/IMMUNE SYSTEM	06/25/12	Crystal structure of broadly neutralizing antibody C05 bound to H3 influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Ekiert, D.C., Wilson, I.A.	4.1	X-RAY DIFFRACTION	0.334	0.309	False	False	IGHV3	IGKV1	Kappa	1.0000000000000001e-07	-9.54970862587178	SPR	NA	TBD
4fqr	q	r	0	Q	protein	NA	broadly neutralizing antibody c05, heavy chain	VIRAL PROTEIN/IMMUNE SYSTEM	06/25/12	Crystal structure of broadly neutralizing antibody C05 bound to H3 influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Ekiert, D.C., Wilson, I.A.	4.1	X-RAY DIFFRACTION	0.334	0.309	False	False	IGHV3	IGKV1	Kappa	1.0000000000000001e-07	-9.54970862587178	SPR	NA	TBD
4fqr	k	l	0	K	protein	NA	broadly neutralizing antibody c05, heavy chain	VIRAL PROTEIN/IMMUNE SYSTEM	06/25/12	Crystal structure of broadly neutralizing antibody C05 bound to H3 influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Ekiert, D.C., Wilson, I.A.	4.1	X-RAY DIFFRACTION	0.334	0.309	False	False	IGHV3	IGKV1	Kappa	1.0000000000000001e-07	-9.54970862587178	SPR	NA	TBD
4fqr	i	j	0	I	protein	NA	broadly neutralizing antibody c05, heavy chain	VIRAL PROTEIN/IMMUNE SYSTEM	06/25/12	Crystal structure of broadly neutralizing antibody C05 bound to H3 influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Ekiert, D.C., Wilson, I.A.	4.1	X-RAY DIFFRACTION	0.334	0.309	False	False	IGHV3	IGKV1	Kappa	1.0000000000000001e-07	-9.54970862587178	SPR	NA	TBD
4fqr	u	v	0	U	protein	NA	broadly neutralizing antibody c05, heavy chain	VIRAL PROTEIN/IMMUNE SYSTEM	06/25/12	Crystal structure of broadly neutralizing antibody C05 bound to H3 influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Ekiert, D.C., Wilson, I.A.	4.1	X-RAY DIFFRACTION	0.334	0.309	False	False	IGHV3	IGKV1	Kappa	1.0000000000000001e-07	-9.54970862587178	SPR	NA	TBD
4fqr	o	p	0	O	protein	NA	broadly neutralizing antibody c05, heavy chain	VIRAL PROTEIN/IMMUNE SYSTEM	06/25/12	Crystal structure of broadly neutralizing antibody C05 bound to H3 influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Ekiert, D.C., Wilson, I.A.	4.1	X-RAY DIFFRACTION	0.334	0.309	False	False	IGHV3	IGKV1	Kappa	1.0000000000000001e-07	-9.54970862587178	SPR	NA	TBD
4fqr	c	d	0	C	protein	NA	broadly neutralizing antibody c05, heavy chain	VIRAL PROTEIN/IMMUNE SYSTEM	06/25/12	Crystal structure of broadly neutralizing antibody C05 bound to H3 influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Ekiert, D.C., Wilson, I.A.	4.1	X-RAY DIFFRACTION	0.334	0.309	False	False	IGHV3	IGKV1	Kappa	1.0000000000000001e-07	-9.54970862587178	SPR	NA	TBD
4fqr	g	h	0	G	protein	NA	broadly neutralizing antibody c05, heavy chain	VIRAL PROTEIN/IMMUNE SYSTEM	06/25/12	Crystal structure of broadly neutralizing antibody C05 bound to H3 influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Ekiert, D.C., Wilson, I.A.	4.1	X-RAY DIFFRACTION	0.334	0.309	False	False	IGHV3	IGKV1	Kappa	1.0000000000000001e-07	-9.54970862587178	SPR	NA	TBD
5u8q	H	L	0	A	protein	NA	insulin-like growth factor 1 receptor	TRANSFERASE	12/14/16	Structure of the ectodomain of the human Type 1 insulin-like growth factor receptor in complex with IGF-I	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Lawrence, M., Xu, Y.	3.27104	X-RAY DIFFRACTION	0.303	0.26	False	True	IGHV1	IGKV5	Kappa	2.4e-06	-7.666763597229133	ITC	NA	TBD
6ehg	C	NA	0	B | A	protein | protein	NA | NA	complement c3 | complement c3	IMMUNE SYSTEM	09/13/17	complement component C3b in complex with a nanobody	LAMA GLAMA; HOMO SAPIENS	lama glama	NA	homo sapiens | homo sapiens	Jensen, R.K., Andersen, K.R., Gadeberg, T.A.F., Laursen, N.S., Andersen, G.R.	2.65	X-RAY DIFFRACTION	unknown	unknown	False	True	IGHV1	NA	NA	2.4e-10	-13.12373995487015	SPR	NA	TBD
5jyl	B	B	0	A	protein	NA	cadherin-3	CELL ADHESION/IMMUNE SYSTEM	05/14/16	Human P-cadherin MEC1 with scFv TSP7 bound	HOMO SAPIENS; MUS MUSCULUS	mus musculus	NA	homo sapiens	Caaveiro, J.M.M., Kudo, S., Tsumoto, K.	2.55	X-RAY DIFFRACTION	0.271	0.214	True	True	unknown	unknown	unknown	8.7e-09	-10.996463217420198	SPR	NA	TBD
5jyl	D	D	0	C	protein	NA	cadherin-3	CELL ADHESION/IMMUNE SYSTEM	05/14/16	Human P-cadherin MEC1 with scFv TSP7 bound	HOMO SAPIENS; MUS MUSCULUS	mus musculus	NA	homo sapiens	Caaveiro, J.M.M., Kudo, S., Tsumoto, K.	2.55	X-RAY DIFFRACTION	0.271	0.214	True	True	unknown	unknown	unknown	8.7e-09	-10.996463217420198	SPR	NA	TBD
5lcv	H	L	0	A | B	protein | protein	NA | NA	polyprotein | polyprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/22/16	Structural basis of Zika and Dengue virus potent antibody cross-neutralization	ZIKA VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	zika virus | zika virus	Barba-Spaeth, G.	2.64	X-RAY DIFFRACTION	0.237	0.22399999999999998	False	True	IGHV3	IGLV2	Lambda	8.4e-07	-8.288766072897529	BLI	NA	TBD
2bdn	H	L	0	A	protein	NA	small inducible cytokine a2	immune system	10/20/05	Crystal structure of human MCP-1 bound to a blocking antibody, 11K2	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	NA	Boriack-Sjodin, P.A., Rushe, M., Reid, C., Jarpe, M, van Vlijmen, H, Bailly, V.	2.53	X-RAY DIFFRACTION	0.27699999999999997	0.21899999999999997	False	True	IGHV14	IGKV13	Kappa	4.60e-12	-15.46	Other	25	16682434
1kxt	B	NA	0	A	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domains in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius	NA	sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	2.0	X-RAY DIFFRACTION	0.23600000000000002	0.203	False	True	IGHV1	NA	NA	2.35e-07	-9.04	SPR	NA	11960990
1kxt	F	NA	0	E	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domains in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius	NA	sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	2.0	X-RAY DIFFRACTION	0.23600000000000002	0.203	False	True	IGHV1	NA	NA	2.35e-07	-9.04	SPR	NA	11960990
1kxt	D	NA	0	C	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domains in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius	NA	sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	2.0	X-RAY DIFFRACTION	0.23600000000000002	0.203	False	True	IGHV1	NA	NA	2.35e-07	-9.04	SPR	NA	11960990
1kxv	C	NA	0	A	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domains in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius	NA	sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	1.6	X-RAY DIFFRACTION	0.229	0.205	False	True	IGHV1	NA	NA	2.5e-08	-10.37	SPR	NA	11960990
1kxv	D	NA	0	B	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domains in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius	NA	sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	1.6	X-RAY DIFFRACTION	0.229	0.205	False	True	IGHV1	NA	NA	2.50e-08	-10.37	SPR	NA	11960990
5k59	E	F	0	B	protein	NA	uncharacterized leukocidin-like protein 1	IMMUNE SYSTEM	05/23/16	Crystal structure of LukGH from Staphylococcus aureus in complex with a neutralising antibody	STAPHYLOCOCCUS AUREUS (STRAIN USA300); HOMO SAPIENS	homo sapiens	homo sapiens	staphylococcus aureus (strain usa300)	Welin, M., Logan, D.T., Badarau, A., Mirkina, I., Zauner, G., Dolezilkova, I., Nagy, E.	2.84	X-RAY DIFFRACTION	0.237	0.197	False	True	IGHV4	IGKV1	Kappa	2.5e-12	-15.82804176815236	SPR	NA	TBD
5k59	H	L	0	A	protein	NA	uncharacterized leukocidin-like protein 1	IMMUNE SYSTEM	05/23/16	Crystal structure of LukGH from Staphylococcus aureus in complex with a neutralising antibody	STAPHYLOCOCCUS AUREUS (STRAIN USA300); HOMO SAPIENS	homo sapiens	homo sapiens	staphylococcus aureus (strain usa300)	Welin, M., Logan, D.T., Badarau, A., Mirkina, I., Zauner, G., Dolezilkova, I., Nagy, E.	2.84	X-RAY DIFFRACTION	0.237	0.197	False	True	IGHV4	IGKV1	Kappa	2.5e-12	-15.82804176815236	SPR	NA	TBD
5xwd	H	D	0	A	protein	NA	epidermal growth factor receptor	SIGNALING PROTEIN	06/29/17	Crystal structure of the complex of 059-152-Fv and EGFR-ECD	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Matsuda, T., Ito, T., Shirouzu, M.	2.8939999999999997	X-RAY DIFFRACTION	0.331	0.27699999999999997	False	True	IGHV4	IGLV3	Lambda	5.900000000000001e-09	-11.22656650399949	SPR	NA	TBD
2nxy	D	C	0	A	protein	NA	envelope glycoprotein gp120	VIRAL PROTEIN/IMMUNE SYSTEM	11/20/06	HIV-1 gp120 Envelope Glycoprotein(S334A) Complexed with CD4 and Antibody 17b	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Xu, L., Dey, B., Hessell, A.J., Van Ryk, D., Xiang, S.H., Yang, X., Zhang, M.Y., Zwick, M.B., Arthos, J., Burton, D.R., Dimitrov, D.S., Sodroski, J., Wyatt, R., Nabel, G.J., Kwong, P.D.	2.0	X-RAY DIFFRACTION	0.231	0.18100000000000002	False	True	IGHV1	IGKV3	Kappa	7.90e-07	NA	SPR	NA	17301785
1sy6	H	L	0	A	protein	NA	t-cell surface glycoprotein cd3 gamma/epsilonchain 	signaling protein/antibiotic	03/31/04	Crystal Structure of CD3gammaepsilon Heterodimer in Complex with OKT3 Fab Fragment	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Kjer-Nielsen, L., Dunstone, M.A., Kostenko, L., Ely, L.K., Beddoe, T., Misfud, N.A., Purcell, A.W., Brooks, A.G., McCluskey, J., Rossjohn, J.	2.1	X-RAY DIFFRACTION	0.255	0.21100000000000002	False	True	IGHV1	IGKV4	Kappa	2.73e-06	-7.59	SPR	25	15136729
5n88	A	NA	0	D	protein	NA	pc4 and sfrs1-interacting protein	IMMUNE SYSTEM	02/23/17	Crystal structure of antibody bound to viral protein	HOMO SAPIENS	homo sapiens	NA	homo sapiens	Bao, L., Hannon, C., Cruz-Migoni, A., Ptchelkine, D., Sun, M.-y., Derveni, M., Bunjobpol, W., Chambers, J.S., Simmons, A., Phillips, S.E.V., Rabbitts, T.H.	1.7	X-RAY DIFFRACTION	0.252	0.188	False	True	IGHV3	NA	NA	1.0129999999999999e-06	-8.177811883783894	SPR	NA	TBD
5n88	H	NA	0	E	protein	NA	pc4 and sfrs1-interacting protein	IMMUNE SYSTEM	02/23/17	Crystal structure of antibody bound to viral protein	HOMO SAPIENS	homo sapiens	NA	homo sapiens	Bao, L., Hannon, C., Cruz-Migoni, A., Ptchelkine, D., Sun, M.-y., Derveni, M., Bunjobpol, W., Chambers, J.S., Simmons, A., Phillips, S.E.V., Rabbitts, T.H.	1.7	X-RAY DIFFRACTION	0.252	0.188	False	True	IGHV3	NA	NA	1.0129999999999999e-06	-8.177811883783894	SPR	NA	TBD
4k3j	H	L	0	B	protein	NA	hepatocyte growth factor beta chain	Transferase/Immune System/Growth Factor	04/10/13	Crystal structure of Onartuzumab Fab in complex with MET and HGF-beta	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	homo sapiens	Ma, X., Starovasnik, M.A.	2.8	X-RAY DIFFRACTION	0.253	0.21100000000000002	False	True	IGHV3	IGKV1	Kappa	1.2e-09	-12.170174257779676	TBD	SPR	NA
4cni	H	L	0	C	protein	NA	interleukin-6	NA	01/22/14	Crystal structure of the Fab portion of Olokizumab in complex with IL- 6	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Shaw, S., Bourne, T., Meier, C., Carrington, B., Gelinas, R., Henry, A., Popplewell, A., Adams, R., Baker, T., Rapecki, S., Marshall, D., Neale, H., Lawson, A.	2.2	X-RAY DIFFRACTION	0.21549	0.17608	False	True	IGHV3	IGKV1	Kappa	1e-11	-15.006684983512798	SPR	NA	TBD
4cni	A	B	0	D	protein	NA	interleukin-6	NA	01/22/14	Crystal structure of the Fab portion of Olokizumab in complex with IL- 6	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Shaw, S., Bourne, T., Meier, C., Carrington, B., Gelinas, R., Henry, A., Popplewell, A., Adams, R., Baker, T., Rapecki, S., Marshall, D., Neale, H., Lawson, A.	2.2	X-RAY DIFFRACTION	0.21549	0.17608	False	True	IGHV3	IGKV1	Kappa	1e-11	-15.006684983512798	SPR	NA	TBD
2vxt	H	L	0	I	protein	NA	interleukin-18	CYTOKINE	07/10/08	Crystal structure of human IL-18 complexed to murine reference  antibody 125-2H Fab	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Argiriadi, M.A., Xiang, T., Wu, C., Ghayur, T., Borhani, D.W.	1.49	X-RAY DIFFRACTION	0.196	0.162	False	True	IGHV1	IGKV9	Kappa	5.33e-10	-12.64	SPR	NA	19553661
2vxq	H	L	0	A	protein	NA	pollen allergen phl p 2	ALLERGEN	07/08/08	Crystal structure of the major grass pollen allergen Phl p 2 in  complex with its specific IgE-Fab	PHLEUM PRATENSE; HOMO SAPIENS	homo sapiens	homo sapiens	phleum pratense	Padavattan, S., Flicker, S., Schirmer, T., Madritsch, C., Randow, S., Reese, G., Vieths, S., Lupinek, C., Ebner, C., Rudolf, V., Markovic-Housley, Z.	1.9	X-RAY DIFFRACTION	0.226	0.177	False	True	IGHV4	IGKV1	Kappa	1.10e-10	-13.58	SPR	25	19201867
2vxs	J	N	0	D	protein	NA	interleukin-17a	CYTOKINE	07/09/08	Structure of IL-17A in complex with a potent, fully human  neutralising antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Gerhardt, S., Hargreaves, D., Pauptit, R.A., Davies, R.A., Russell, C., Welsh, F., Tuske, S.J., Coales, S.J., Hamuro, Y., Needham, M.R.C., Langham, C., Barker, W., Bell, P., Aziz, A., Smith, M.J., Dawson, S., Abbott, W.M.	2.63	X-RAY DIFFRACTION	0.264	0.213	False	True	IGHV3	IGLV6	Lambda	2.0999999999999998e-09	-11.83	SPR	NA	19835883
2vxs	K	O	0	C	protein	NA	interleukin-17a	CYTOKINE	07/09/08	Structure of IL-17A in complex with a potent, fully human  neutralising antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Gerhardt, S., Hargreaves, D., Pauptit, R.A., Davies, R.A., Russell, C., Welsh, F., Tuske, S.J., Coales, S.J., Hamuro, Y., Needham, M.R.C., Langham, C., Barker, W., Bell, P., Aziz, A., Smith, M.J., Dawson, S., Abbott, W.M.	2.63	X-RAY DIFFRACTION	0.264	0.213	False	True	IGHV3	IGLV6	Lambda	2.1e-09	-11.83	SPR	NA	19835883
2vxs	H	L	0	B	protein	NA	interleukin-17a	CYTOKINE	07/09/08	Structure of IL-17A in complex with a potent, fully human  neutralising antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Gerhardt, S., Hargreaves, D., Pauptit, R.A., Davies, R.A., Russell, C., Welsh, F., Tuske, S.J., Coales, S.J., Hamuro, Y., Needham, M.R.C., Langham, C., Barker, W., Bell, P., Aziz, A., Smith, M.J., Dawson, S., Abbott, W.M.	2.63	X-RAY DIFFRACTION	0.264	0.213	False	True	IGHV3	IGLV6	Lambda	2.0999999999999998e-09	-11.83	SPR	NA	19835883
2vxs	I	M	0	A	protein	NA	interleukin-17a	CYTOKINE	07/09/08	Structure of IL-17A in complex with a potent, fully human  neutralising antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Gerhardt, S., Hargreaves, D., Pauptit, R.A., Davies, R.A., Russell, C., Welsh, F., Tuske, S.J., Coales, S.J., Hamuro, Y., Needham, M.R.C., Langham, C., Barker, W., Bell, P., Aziz, A., Smith, M.J., Dawson, S., Abbott, W.M.	2.63	X-RAY DIFFRACTION	0.264	0.213	False	True	IGHV3	IGLV6	Lambda	2.10e-09	-11.83	SPR	NA	19835883
5xjm	H	L	0	A	protein	NA	type-2 angiotensin ii receptor,soluble cytochrome b562,type-2 angiotensin ii receptor 	SIGNALING PROTEIN	05/02/17	Complex structure of angiotensin II type 2 receptor with Fab	HOMO SAPIENS; ESCHERICHIA COLI; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens, escherichia coli	Asada, H., Horita, S., Shimamura, T., Iwata, S.	3.2	X-RAY DIFFRACTION	0.275	0.226	False	True	IGHV5	IGKV4	Kappa	4.3e-10	-12.77823529775025	Unknown	NA	TBD
5xj3	J	K	0	L	protein	NA	cytotoxic t-lymphocyte protein 4	IMMUNE SYSTEM	04/29/17	Complex structure of ipilimumab-scFv and CTLA-4	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	He, M., Chai, Y., Qi, J., Tong, Z., Tan, S., Gao, G.F.	3.2	X-RAY DIFFRACTION	0.264	0.222	False	True	IGHV3	IGKV3	Kappa	1.82e-08	-10.559151861398675	SPR	NA	TBD
5xj3	A	B	0	C	protein	NA	cytotoxic t-lymphocyte protein 4	IMMUNE SYSTEM	04/29/17	Complex structure of ipilimumab-scFv and CTLA-4	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	He, M., Chai, Y., Qi, J., Tong, Z., Tan, S., Gao, G.F.	3.2	X-RAY DIFFRACTION	0.264	0.222	False	True	IGHV3	IGKV3	Kappa	1.82e-08	-10.559151861398675	SPR	NA	TBD
5xj3	G	H	0	I	protein	NA	cytotoxic t-lymphocyte protein 4	IMMUNE SYSTEM	04/29/17	Complex structure of ipilimumab-scFv and CTLA-4	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	He, M., Chai, Y., Qi, J., Tong, Z., Tan, S., Gao, G.F.	3.2	X-RAY DIFFRACTION	0.264	0.222	False	True	IGHV3	IGKV3	Kappa	1.82e-08	-10.559151861398675	SPR	NA	TBD
5xj3	D	E	0	F	protein	NA	cytotoxic t-lymphocyte protein 4	IMMUNE SYSTEM	04/29/17	Complex structure of ipilimumab-scFv and CTLA-4	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	He, M., Chai, Y., Qi, J., Tong, Z., Tan, S., Gao, G.F.	3.2	X-RAY DIFFRACTION	0.264	0.222	False	True	IGHV3	IGKV3	Kappa	1.82e-08	-10.559151861398675	SPR	NA	TBD
5xj4	H	L	0	A	protein	NA	programmed cell death 1 ligand 1	IMMUNE SYSTEM	04/29/17	Complex structure of durvalumab-scFv/PD-L1	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Tan, S., Liu, K., Chai, Y., Gao, G.F., Qi, J.	2.3	X-RAY DIFFRACTION	0.24	0.21600000000000003	False	True	IGHV3	IGKV3	Kappa	6.670000000000001e-10	-12.518132096251593	SPR	NA	TBD
3ru8	H	L	0	X	protein	NA	epitope scaffold 2bodx43	DE NOVO PROTEIN, IMMUNE SYSTEM	05/04/11	Structure of an HIV epitope scaffold in complex with neutralizing antibody b12 Fab	HUMAN IMMUNODEFICIENCY VIRUS, SYNTHETIC CONSTRUCT, THERMOMONOSPORA FUSCA; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus, syntheticconstruct, thermomonospora fusca 	Carrico, C.T.D., Strong, R.K.	2.07	X-RAY DIFFRACTION	0.203	0.168	False	True	IGHV1	IGKV3	Kappa	3.35e-08	-10.19	SPR	25	22021856
5fhx	H	NA	0	A	protein	NA	interleukin-4	IMMUNE SYSTEM	12/22/15	CRYSTAL STRUCTURE OF CODV IN COMPLEX WITH IL4 AT 2.55 Ang. RESOLUTION.	HOMO SAPIENS	homo sapiens	NA	homo sapiens	Vallee, F., Dupuy, A., Rak, A.	2.55	X-RAY DIFFRACTION	0.249	0.184	False	True	IGHV2	NA	NA	1.2e-11	-14.898662436600187	SPR	NA	TBD
5fhx	NA	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/22/15	CRYSTAL STRUCTURE OF CODV IN COMPLEX WITH IL4 AT 2.55 Ang. RESOLUTION.	HOMO SAPIENS	NA	homo sapiens	NA	Vallee, F., Dupuy, A., Rak, A.	2.55	X-RAY DIFFRACTION	0.249	0.184	False	True	NA	IGKV11	Kappa	1.2e-11	-14.898662436600187	SPR	NA	TBD
5vpg	D	C	0	A	protein	NA	der p 1 allergen	HYDROLASE/IMMUNE SYSTEM	05/05/17	CRYSTAL STRUCTURE OF DER P 1 COMPLEXED WITH FAB 4C1	MUS MUSCULUS; DERMATOPHAGOIDES PTERONYSSINUS	mus musculus	mus musculus	dermatophagoides pteronyssinus	Chruszcz, M., Vailes, L.D., Chapman, M.D., Pomes, A., Minor, W.	1.95	X-RAY DIFFRACTION	0.19899999999999998	0.156	False	True	IGHV3	IGKV14	Kappa	1.9e-08	-10.533664762780313	ITC	NA	TBD
5vpl	D	C	0	A	protein	NA	der f 1 variant	HYDROLASE/IMMUNE SYSTEM	05/05/17	CRYSTAL STRUCTURE OF DER F 1 COMPLEXED WITH FAB 4C1	MUS MUSCULUS; DERMATOPHAGOIDES FARINAE	mus musculus	mus musculus	dermatophagoides farinae	Chruszcz, M., Vailes, L.D., Chapman, M.D., Pomes, A., Minor, W.	1.9	X-RAY DIFFRACTION	0.19399999999999998	0.152	False	True	IGHV3	IGKV14	Kappa	1.7e-08	-10.599564136380756	ITC	NA	TBD
6ejm	I	I	0	A	protein	NA	cd81 antigen	CELL ADHESION	09/22/17	CRYSTAL STRUCTURE OF HUMAN CD81 LARGE EXTRACELLULAR LOOP IN COMPLEX WITH SINGLE CHAIN FV FRAGMENT 5	HOMO SAPIENS; MUS MUSCULUS	mus musculus	NA	homo sapiens	Kuglstatter, A., Harris, S.F., Villasenor, A.	2.15	X-RAY DIFFRACTION	0.278	0.215	True	True	unknown	unknown	unknown	8.6e-10	-12.367556905430469	SPR	NA	TBD
6ejm	H	H	0	B	protein	NA	cd81 antigen	CELL ADHESION	09/22/17	CRYSTAL STRUCTURE OF HUMAN CD81 LARGE EXTRACELLULAR LOOP IN COMPLEX WITH SINGLE CHAIN FV FRAGMENT 5	HOMO SAPIENS; MUS MUSCULUS	mus musculus	NA	homo sapiens	Kuglstatter, A., Harris, S.F., Villasenor, A.	2.15	X-RAY DIFFRACTION	0.278	0.215	True	True	unknown	unknown	unknown	8.6e-10	-12.367556905430469	SPR	NA	TBD
6ejg	D	D	0	B	protein	NA	cd81 antigen	CELL ADHESION	09/21/17	CRYSTAL STRUCTURE OF HUMAN CD81 LARGE EXTRACELLULAR LOOP IN COMPLEX WITH SINGLE CHAIN FV FRAGMENT 4	HOMO SAPIENS; MUS MUSCULUS	mus musculus	NA	homo sapiens	Harris, S.F., Wong, A., Kuglstatter, A.	2.82	X-RAY DIFFRACTION	0.263	0.227	True	True	unknown	unknown	unknown	8.100000000000001e-10	-12.403045576779583	SPR	NA	TBD
6ejg	C	C	0	A	protein	NA	cd81 antigen	CELL ADHESION	09/21/17	CRYSTAL STRUCTURE OF HUMAN CD81 LARGE EXTRACELLULAR LOOP IN COMPLEX WITH SINGLE CHAIN FV FRAGMENT 4	HOMO SAPIENS; MUS MUSCULUS	mus musculus	NA	homo sapiens	Harris, S.F., Wong, A., Kuglstatter, A.	2.82	X-RAY DIFFRACTION	0.263	0.227	True	True	unknown	unknown	unknown	8.100000000000001e-10	-12.403045576779583	SPR	NA	TBD
3t2n	H	L	0	A	protein	NA	serine protease hepsin	HYDROLASE	07/22/11	Human hepsin protease in complex with the Fab fragment of an inhibitory antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Koschubs, T., Dengl, S., Duerr, H., Kaluza, K., Georges, G., Hartl, C., Jennewein, S., Lanzendoerfer, M., Auer, J., Stern, A., Huang, K.-S., Kostrewa, D., Ries, S., Hansen, S., Kohnert, U., Cramer, P., Mundigl, O.	2.55	X-RAY DIFFRACTION	0.275	0.242	False	True	IGHV7	IGLV7	Lambda	3.98e-08	-10.5	22132769	SPR	37.0
3t2n	I	M	0	B	protein	NA	serine protease hepsin	HYDROLASE	07/22/11	Human hepsin protease in complex with the Fab fragment of an inhibitory antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Koschubs, T., Dengl, S., Duerr, H., Kaluza, K., Georges, G., Hartl, C., Jennewein, S., Lanzendoerfer, M., Auer, J., Stern, A., Huang, K.-S., Kostrewa, D., Ries, S., Hansen, S., Kohnert, U., Cramer, P., Mundigl, O.	2.55	X-RAY DIFFRACTION	0.275	0.242	False	True	IGHV7	IGLV7	Lambda	3.98e-08	-10.5	22132769	SPR	37
